file,crop_status,crop_type,dominant_cover,time
arsgacp1_2016_07_25_120000.jpg,4,2,1,7.112111226990237
arsgacp1_2016_07_26_120000.jpg,4,2,1,3.3033811280038208
arsgacp1_2016_07_27_120000.jpg,4,2,1,0.8898884039954282
arsgacp1_2016_07_30_120000.jpg,5,2,1,2.3060942459997023
arsgacp1_2016_08_16_120000.jpg,6,7,2,19.072168404993135
arsgacp1_2016_08_24_120000.jpg,6,7,2,7.740726282005198
arsgacp1_2016_08_25_120000.jpg,6,7,2,8.868409155998961
arsgacp1_2016_08_30_120000.jpg,6,7,2,2.2652481170080137
arsgacp1_2016_09_01_120000.jpg,1,1,2,16.067096749990014
arsgacp1_2016_09_02_120000.jpg,1,1,2,6.950515918011661
arsgacp1_2016_09_04_120000.jpg,1,1,2,5.349562257018988
arsgacp1_2016_09_05_120000.jpg,1,1,2,7.6921996230084915
arsgacp1_2016_09_06_120000.jpg,2,1,2,11.71469360399351
arsgacp1_2016_09_27_120000.jpg,2,2,1,29.508293736013
arsgacp1_2016_10_10_120000.jpg,2,2,1,5.53475375600101
arsgacp1_2016_10_12_120000.jpg,2,2,1,3.3161911300121574
arsgacp1_2016_10_13_120000.jpg,2,2,1,1.8109068810008466
arsgacp1_2016_10_14_120000.jpg,3,2,1,2.8984393930004444
arsgacp1_2016_10_16_120000.jpg,3,2,1,1.0085912619979354
arsgacp1_2016_10_19_120000.jpg,3,2,1,6.934656003999407
arsgacp1_2016_10_23_120000.jpg,3,2,1,0.8153730060002999
arsgacp1_2016_10_24_120000.jpg,3,2,1,0.6544951329997275
arsgacp1_2016_10_25_120000.jpg,3,2,1,0.7425653460086323
arsgacp1_2016_10_26_120000.jpg,3,2,1,0.7930866959941341
arsgacp1_2016_10_28_120001.jpg,3,2,1,0.9525451180088567
arsgacp1_2016_11_23_120000.jpg,5,2,1,9.568239341999288
arsgacp1_2016_12_05_120000.jpg,5,1,1,5.559006570008933
arsgacp1_2016_12_07_120000.jpg,6,7,2,13.576549983001314
arsgacp1_2016_12_08_120000.jpg,6,7,2,7.08396060897212
arsgacp1_2016_12_16_120000.jpg,6,7,2,4.284314789008931
arsgacp1_2016_12_28_120000.jpg,6,7,2,3.306533020004281
arsgacp1_2017_01_06_120000.jpg,6,7,2,1.047817272003158
arsgacp1_2017_01_08_120000.jpg,6,7,2,1.1351405270106625
arsgacp1_2017_01_30_120000.jpg,6,7,2,1.2158878569898661
arsgacp1_2017_01_31_120000.jpg,6,7,2,1.055701113989926
arsgacp1_2017_02_01_120000.jpg,6,7,2,1.0544948239985388
arsgacp1_2017_02_07_120000.jpg,6,7,3,10.44127415100229
arsgacp1_2017_02_09_120000.jpg,6,7,3,12.460864198990748
arsgacp1_2017_02_10_120000.jpg,6,7,3,5.323742120002862
arsgacp1_2017_02_12_120000.jpg,1,1,3,10.128914184999303
arsgacp1_2017_02_24_120000.jpg,2,1,1,12.463153304008301
arsgacp1_2017_03_05_120000.jpg,2,1,1,5.652729686000384
arsgacp1_2017_03_16_120000.jpg,4,1,1,5.660376163999899
arsgacp1_2017_03_17_120000.jpg,5,1,1,3.7249838120042114
arsgacp1_2017_03_19_120000.jpg,5,1,1,1.2407609560032142
arsgacp1_2017_03_23_120000.jpg,5,1,1,1.1213558729941724
arsgacp1_2017_04_06_120000.jpg,6,7,3,20.097200805001194
arsgacp1_2017_04_11_120000.jpg,6,7,3,1.157825235000928
arsgacp1_2017_04_23_120000.jpg,6,7,3,0.9464407400082564
arsgacp1_2017_04_28_120000.jpg,6,7,3,0.9425798400043277
arsgacp1_2017_05_27_120000.jpg,6,7,3,1.1728439180005807
arsgacp1_2017_06_03_120001.jpg,1,1,3,6.751585700010764
arsgacp1_2017_06_10_120000.jpg,1,1,3,1.1125902539934032
arsgacp1_2017_06_13_120000.jpg,2,1,3,2.68677664900315
arsgacp1_2017_06_15_120000.jpg,2,1,3,1.716752036998514
arsgacp1_2017_06_18_120000.jpg,2,1,1,8.169932100005099
arsgacp1_2017_06_24_120000.jpg,2,4,1,12.686356794001767
arsgacp1_2017_06_27_120000.jpg,2,4,1,5.3489649719849695
arsgacp1_2017_07_20_120000.jpg,2,4,1,1.10429692400794
arsgacp1_2017_08_01_120000.jpg,2,4,1,1.0090502789971652
arsgacp1_2017_08_02_120000.jpg,2,4,1,1.0892476849985542
arsgacp1_2017_08_08_120000.jpg,2,4,1,1.1679156750033144
arsgacp1_2017_08_10_120000.jpg,2,4,1,0.7256145259889308
arsgacp1_2017_08_18_120000.jpg,2,4,1,0.735616673991899
arsgacp1_2017_08_21_120000.jpg,2,4,1,2.186866325995652
arsgacp1_2017_09_15_120000.jpg,2,4,1,0.9120268719998421
arsgacp1_2017_10_30_120000.jpg,6,7,2,5.201768138998887
arsgacp1_2017_11_24_120000.jpg,6,7,2,1.4020543359947624
arsgacp1_2017_12_15_120000.jpg,1,1,3,9.026042899000458
arsgacp1_2017_12_22_120000.jpg,2,6,1,8.554208683010074
arsgacp1_2018_01_16_120000.jpg,2,6,1,36.71273552000639
arsgacp1_2018_01_17_120000.jpg,2,6,1,4.949784953016206
arsgacp1_2018_01_24_120000.jpg,2,6,1,7.0795637690025615
arsgacp1_2018_02_07_120000.jpg,4,6,1,316.1300677120016
arsgacp1_2018_02_18_120000.jpg,2,6,1,11.600525001995265
arsgacp1_2018_02_23_120000.jpg,2,6,1,1.0804786559892818
arsgacp1_2018_03_04_120000.jpg,2,6,1,1.3099822549993405
arsgacp1_2018_03_23_120000.jpg,2,6,1,1.1480161489889724
arsgacp1_2018_03_31_120000.jpg,2,6,1,1.0502465439931257
arsgacp1_2018_04_12_120000.jpg,4,6,1,2.8351342379901325
arsgacp1_2018_04_13_120000.jpg,4,6,1,0.9137746459891787
arsgacp1_2018_04_16_120000.jpg,5,6,1,1.521997456002282
arsgacp1_2018_05_24_120000.jpg,1,6,3,8.696330951992422
arsgacp1_2018_05_26_120000.jpg,1,6,3,8.297886464002659
arsgacp1_2018_05_28_120000.jpg,1,6,3,1.2180385389947332
arsgacp1_2018_06_01_120000.jpg,2,6,3,2.884732359001646
arsgacp1_2018_06_02_120000.jpg,2,6,3,0.7519329589995323
arsgacp1_2018_06_03_120000.jpg,2,6,3,0.7515592320123687
arsgacp1_2018_06_04_120000.jpg,2,6,3,3.5201043269917136
arsgacp1_2018_06_05_120000.jpg,2,6,3,6.821329469996272
arsgacp1_2018_06_08_120001.jpg,4,6,3,9.870543733006343
arsgacp1_2018_06_11_120000.jpg,4,6,3,9.904278045985848
arsgacp1_2018_06_14_120000.jpg,1,6,3,4.746201247005956
arsgacp1_2018_06_16_120000.jpg,1,6,3,1.5844789890106767
arsgacp1_2018_06_17_120000.jpg,1,6,3,6.840317187001347
arsgacp1_2018_06_21_120000.jpg,2,6,1,7.986424328002613
arsgacp1_2018_07_03_120000.jpg,2,6,1,9.565114805998746
arsgacp1_2018_07_15_120000.jpg,2,6,1,6.367032944996026
arsgacp1_2018_08_02_120000.jpg,2,6,1,0.8345821179973427
arsgacp1_2018_08_21_120000.jpg,2,6,1,0.6284949129913002
arsgacp1_2018_09_02_120000.jpg,2,6,1,0.6181104669958586
arsgacp1_2018_09_04_120000.jpg,2,6,1,0.6352948900021147
arsgacp1_2018_09_13_120000.jpg,2,6,1,0.59283246799896006
arsgacp1_2018_09_16_120000.jpg,2,6,1,5.374185516993748
arsgacp1_2018_09_17_120000.jpg,2,6,1,0.9700303790014004
arsgacp1_2018_09_18_120000.jpg,2,6,1,0.7864131440001074
arsgacp1_2018_09_25_120000.jpg,2,6,1,0.9689071600005263
arsgacp1_2018_09_26_120000.jpg,2,6,1,5.288117001997307
arsgacp1_2018_09_27_120000.jpg,2,6,1,0.9920184799993876
arsgacp1_2018_09_29_120000.jpg,2,6,1,0.913039277002099
arsgacp1_2018_10_05_120000.jpg,2,6,1,0.8487875330029055
arsgacp1_2018_10_08_120000.jpg,2,6,1,0.9757462080015102
arsgacp1_2018_10_09_120000.jpg,2,6,1,1.3683142780064372
arsgacp1_2018_10_11_120000.jpg,2,6,1,2.2473252930067247
arsgacp1_2018_10_13_120000.jpg,2,6,1,2.166637284011813
arsgacp1_2018_10_14_120000.jpg,4,6,1,2.9428247539908625
arsgacp1_2018_10_17_120000.jpg,4,6,1,0.9137158290104708
arsgacp1_2018_10_26_120000.jpg,5,6,1,1.84545929300657
arsgacp1_2018_11_06_120000.jpg,6,7,2,5.160390247008763
arsgacp1_2018_11_08_120000.jpg,6,7,2,0.8324990429973695
arsgacp1_2018_11_13_120000.jpg,6,7,2,0.7977623690094333
arsgacp1_2018_11_19_120000.jpg,6,7,2,0.8556824020051863
arsgacp1_2018_12_04_120000.jpg,6,7,3,5.625177808004082
arsgacp1_2018_12_09_120000.jpg,6,7,3,3.1327198969956953
arsgacp1_2018_12_14_120000.jpg,6,7,3,1.013738583002123
arsgacp1_2019_01_21_120000.jpg,2,1,1,11.245235284004593
arsgacp1_2019_02_26_120000.jpg,4,1,1,6.329849915986415
arsgacp1_2019_02_28_120000.jpg,5,1,1,3.7858887119946303
arsgacp1_2019_03_17_120000.jpg,6,7,3,3.843232403000002
arsgacp1_2019_03_19_120000.jpg,6,7,3,1.5380889139923966
arsgacp1_2019_03_28_120000.jpg,6,7,3,1.053064698993694
arsgacp1_2019_03_31_120000.jpg,6,7,3,1.4124933729908662
arsgacp1_2019_04_08_120000.jpg,1,1,3,4.514410258998396
arsgacp1_2019_04_11_120000.jpg,1,1,3,6.566045105995727
arsgacp1_2019_04_13_120000.jpg,2,2,3,9.442868515005102
arsgacp1_2019_04_14_120000.jpg,2,2,1,5.42705453200324
arsgacp1_2019_05_02_120000.jpg,2,2,1,1.036133981004241
arsgacp1_2019_05_19_120000.jpg,2,2,1,0.8589998789975652
arsgacp1_2019_05_26_120000.jpg,3,2,1,2.6637944919930305
arsgacp1_2019_05_28_120000.jpg,3,2,1,2.138859770988347
arsgacp1_2019_06_15_120000.jpg,3,2,1,0.7788940919999732
arsgacp1_2019_06_30_120000.jpg,3,2,1,0.5990290269983234
arsgacp1_2019_07_11_120000.jpg,3,2,1,1.8683957600151189
arsgacp1_2019_07_12_120000.jpg,3,2,1,2.6805193749896716
arsgacp1_2019_07_14_120000.jpg,4,2,1,5.14368770600413
arsgacp1_2019_07_15_120000.jpg,4,2,1,2.238819316000445
arsgacp1_2019_07_17_120000.jpg,4,2,1,4.067434507989674
arsgacp1_2019_07_18_120000.jpg,5,2,1,3.8756038039864507
arsgacp1_2019_08_04_120000.jpg,5,2,1,1.1501974090060685
arsgacp1_2019_08_14_120000.jpg,6,7,2,4.721981826995034
arsgacp1_2019_08_18_120000.jpg,6,7,2,0.9517887709953357
arsgacp1_2019_08_19_120000.jpg,6,7,2,0.9115807999914978
arsgacp1_2019_08_20_120000.jpg,6,7,2,0.9907126619946212
arsgacp1_2019_08_23_120000.jpg,1,1,2,12.046698735008249
arsgacp1_2019_09_13_120000.jpg,2,1,1,12.646536514992476
arsgacp1_2019_10_24_120000.jpg,6,7,2,15.583326480002142
arsgacp1_2019_10_27_120000.jpg,6,7,2,1.621548017996247
arsgacp1_2019_10_29_120000.jpg,6,7,2,8.74926910099748
arsgacp1_2019_11_01_120000.jpg,6,7,2,8.213594351997017
arsgacp1_2019_11_02_120000.jpg,6,7,2,1.1751034059998346
arsgacp1_2019_11_06_120000.jpg,6,7,2,1.573506497006747
arsgacp1_2019_11_19_120001.jpg,6,7,2,2.5361225870001363
arsgacp1_2019_11_22_120000.jpg,6,7,2,0.8542202789976727
arsgacp1_2019_12_19_113000.jpg,2,1,2,6.274462335000862
arsgacp1_2019_12_29_120000.jpg,2,6,1,3.4259242749976693
arsgacp1_2020_01_05_120000.jpg,2,6,1,1.2386337040079525
arsgacp1_2020_01_09_120000.jpg,2,6,1,1.0852621919912053
arsgacp1_2020_01_10_120000.jpg,2,6,1,1.1050358189968392
arsgacp1_2020_01_11_120000.jpg,2,6,1,2.322879161001765
arsgacp1_2020_01_12_120000.jpg,2,6,1,2.1062734840088524
arsgacp1_2020_01_13_120000.jpg,2,6,1,0.8370458410063293
arsgacp1_2020_01_29_120000.jpg,4,6,1,1.931467471003998
arsgacp1_2020_02_02_120000.jpg,4,6,1,1.3117992420011433
arsgacp1_2020_03_26_113001.jpg,4,6,1,3.170638108989806
arsgacp1_2020_03_30_120000.jpg,4,6,1,1.2063879479974275
arsgacp1_2020_03_31_120000.jpg,4,6,1,1.029494678004994
arsgacp1_2020_04_16_120000.jpg,6,7,2,3.744786846000352
arsgacp1_2020_04_26_120000.jpg,6,7,3,2.0838746090012137
arsgacp1_2020_05_02_120000.jpg,6,7,3,1.1209498109965352
